gold_sent,ocr_sent,CER
The Sixteenth Century drew to a close.,Tue Sixteenth Century drew to a close.,0.02631578947368421
"It was the last day of the last year, and two hours      only were wanting to the birth of another year and of another century.","It was the last day of the last year, and two hours only were wanting to the birth of another year and of another century.",0.03937007874015748
The night was solemn and beautiful.,The night was solemn and beautiful.,0.0
"Myriads of stars paved the deep vault of heaven; the      crescent moon hung like a silver lamp in the midst of them; a stream of rosy and quivering      light, issuing from the north, traversed the sky, like the tail of some stupendous comet; while      from its point of effluence broke forth, ever and anon, coruscations rivalling in splendour and      variety of hue the most brilliant discharge of fireworks.","Myriads of start paved the deep vault of heaven; the crescent moon hung like a silver lamp in the midst of them; a stream of rosy and quivering light issuing from the north traversed the sky, like the tail of some stupendous comet; while from its point of effluence broke forth, ever and anon, corascations rivalling in splendour and variety of hue the most brilliant discharge of fireworks.",0.05811138014527845
"A sharp frost prevailed; but the atmosphere was clear and dry, and neither wind nor snow      aggravated the wholesome rigour of the season.","A sharp frost prevailed; but the atmosphere was clear and dry, and neither wind nor snow aggravated the wholesome rigour of the season.",0.03571428571428571
"The water lay in thick congealed masses around      the conduits and wells, and the buckets were frozen on their stands.","The water lay in thick gongealed masses around the conduits and wells, and the buckets were frozen on their stands.",0.05
"The thoroughfares were      sheeted with ice, and dangerous to horsemen and vehicles; but the footways were firm and      pleasant to the tread.","were sheeted with ice, and dangerous to horsemen and vehicles ; but the footways were firm and pleasant to the tread.",0.2013888888888889
"Here and there, a fire was lighted in the streets, round which ragged urchins and mendicants      were collected, roasting fragments of meat stuck upon iron prongs, or quaffing deep draughts of      metheglin and ale out of leathern cups.","Here and there, a fire was lighted in the streets, round which ragged urchins and mendicants were collected, roasting fragments of meat stuck upon iron prongs ; or quaffing deep draghts of metheglin and ale, out of leathern cups.",0.058823529411764705
"Crowds were collected in the open places, watching the      wonders in the heavens, and drawing auguries from them, chiefly sinister, for most of the      beholders thought the signs portended the speedy death of the queen, and the advent of a new      monarch from the north—a safe and easy interpretation, considering the advanced age and      declining health of the illustrious Elizabeth, together with the known appointment of her      successor, James of Scotland.","Crowds were collected in the open places, watching the wonders in the heavens, and drawing auguries from them, chiefly sinister, for most of the beholders thought the signs portended the speedy death of the queen, and the advent of a new monarch from the north—a safe and easy interpretation, considering the advanced age and declining health of the illustrious Elizabeth, together with the known appointment of her successor, James of Scotland.",0.05319148936170213
"Notwithstanding the early habits of the times, few persons had retired to rest, an universal      wish prevailing among the citizens to see the new year in, and welcome the century accompanying      it.","Notwithstanding the early habits of the times, few persons had retired to rest, an universal wish prevailing among the citizens to sce the new year in, and welcome the century accompanying it.",0.054455445544554455
"Lights glimmered in most windows, revealing the holly-sprigs and laurel-leaves stuck      thickly in their diamond panes; while, whenever a door was opened, a ruddy gleam burst across      the street, and a glance inside the dwelling showed its inmates either gathered round the      glowing hearth, occupied in mirthful sports—fox-i’-th’-hole, blind-man’s buff, or      shoe-the-mare—or seated at the ample board groaning with Christmas cheer.","Lights glimmered in most windows, revealing the holly-sprigs and laurcl-leaves stuck thickly in their diamond panes; while, whenever a door was opened, a ruddy gleam burst across the street; and a glance inside the dwelling showed its inmates either gathered round the glowing hearth, occupied in mirthfal sports—fox-i'-th’hole, blind-man’s-buff, or shoe-the-mare—or seated at the ample board groaning with Christmas cheer.",0.05855855855855856
"Music and singing were heard at every corner, and bands of comely damsels, escorted by their      sweethearts, went from house to house, bearing huge brown bowls dressed with ribands and      rosemary, and filled with a drink called “lamb’s-wool,” composed of sturdy ale, sweetened with      sugar, spiced with nutmeg, and having toasts and burnt crabs floating within it—a draught from      which seldom brought its pretty bearers less than a groat, and occasionally a more valuable      coin.","3  with ribands and rosemary, and filled with a drink called “Jamb’s-wool,” composed of sturdy ale, sweetened with sugar, spiced with nutmeg, and having toasts and burnt crabs floating within it,—a draught from which seldom brought its pretty bearers less than a groat, and occasion= ally a more valuable coin.",0.38866396761133604
Such was the vigil of the year sixteen hundred.,Such was the vigil of the year Sixteen Hundred.,0.0425531914893617
"On this night, and at the tenth hour, a man of striking and venerable appearance was seen to      emerge upon a small wooden balcony, projecting from a bay-window near the top of a picturesque      structure situated at the southern extremity of London Bridge.","On this night, and at the tenth hour, a man of striking and venerable appearance was secn to emerge upon a small wooden balcony, projecting from a bay-window near the top of a picturesque structure situated at the southern extremity of London-bridge.",0.05
"The old man’s beard and hair were as white as snow—the former descending almost to his      girdle; so were the thick, overhanging brows that shaded his still piercing eyes.",The old man’s beard and hair were as white as snow— the former descending almost to his girdle; so were the thick overhanging brows that shaded his still piercing eyes.,0.04046242774566474
"His forehead      was high, bald, and ploughed by innumerable wrinkles.","His forehead was high, bald, and ploughed by innumerable wrinkles.",0.07042253521126761
"His countenance, despite its death-like      paleness, had a noble and majestic cast; and his figure, though worn to the bone by a life of      the severest study, and bent by the weight of years, must have been once lofty and commanding.","His countenance, despite its death-like paleness, had a noble and majestic cast, and his figure, though worn to the bone by a life of the severest study, and bent by the weight of years, must have been once lofty and commanding.",0.046218487394957986
"His dress consisted of a doublet and hose of sad-coloured cloth, over which he wore a loose      gown of black silk.","His dress consisted of a doublet and hose of sad-coloured cloth, over which he wore a loose gown of black silk.",0.04310344827586207
"His head was covered by a square black cap, from beneath which his silver      locks strayed over his shoulders.","His head was covered by a square Llack cap, from beneath which his silver locks strayed over his shoulders.",0.05357142857142857
"Known by the name of Doctor Lamb, and addicted to alchemical and philosophical pursuits, this      venerable personage was esteemed by the vulgar as little better than a wizard.","Known by the name of Doctor Lamb, and addicted to alchemical and philosophical pursuits, this venerable personage was esteemed by the vulgar as little better than a wizard.",0.02824858757062147
Strange tales      were reported and believed of him.,Strange tales were reported and believed of him.,0.09433962264150944
"Amongst others, it was said that he possessed a familiar,      because he chanced to employ a deformed, crack-brained dwarf, who assisted him in his      operations, and whom he appropriately enough denominated Flapdragon.","B2        4 AURIOL,  Amongst others, it was said that he possessed a familiar, because he chanced to employ a deformed, crack-brained dwarf, who assisted him in his operations, and whom he appropriately enough denominated Flapdragon.",0.14414414414414414
"Doctor Lamb’s gaze was fixed intently upon the heavens, and he seamed to be noting the      position of the moon with reference to some particular star.","Doctor Lamb's gaze was fixed intently upon the heavens, and he seemed to be noting the position of the moon with reference to some particular star.",0.046052631578947366
"After remaining in this posture for a few minutes, he was about to retire, when a loud crash      arrested him, and he turned to see whence it proceeded.","After remaining in this posture for a few minutes, he was about to retire, when a loud crash arrested him, and he turned to see whence it proceeded.",0.032679738562091505
"Immediately before him stood the Southwark Gateway—a square stone building, with a round,      embattled turret at each corner, and a flat leaden roof, planted with a forest of poles,      fifteen or sixteen feet high, garnished with human heads.","Immediately before him stood the Southwark Gateway— a square stone building, with a round, embattled turret at each corner, and a flat, leaden roof, planted with a forest of poles, fifteen or sixteen feet high, garnished with human heads.",0.04878048780487805
"To his surprise, the doctor perceived      that two of these poles had just been overthrown by a tall man, who was in the act of stripping      them of their grisly burdens.","To his surprise, the doctor perceived that two of these poles had just been overthrown by a tall man, who was in the act of stripping them of their grisly burdens.",0.057803468208092484
"Having accomplished his object, the mysterious plunderer thrust his spoil into a leathern bag      with which he was provided, tied its mouth, and was about to take his departure by means of a      rope-ladder attached to the battlements, when his retreat was suddenly cut off by the      gatekeeper, armed with a halberd, and bearing a lantern, who issued from a door opening upon      the leads.","Having accomplished his object, the mysterious planderer thrust his spoil into a leathern bag with which he was provided, tied its mouth, and was about to take his departure by means of a rope-ladder attached to the battlements, when his retreat was suddenly cut off by the gatekeeper, armed with a halberd, and bearing a lantern, who issued from a door opening upon the leads.",0.05289672544080604
"The baffled marauder looked round, and remarking the open window at which Doctor Lamb was      stationed, hurled the sack and its contents through it.","The baffled marauder looked round, and remarking the open window at which Doctor Lamb was stationed, hurled the sack and its contents through it.",0.03333333333333333
"He then tried to gain the ladder, but      was intercepted by the gatekeeper, who dealt him a severe blow on the head with his halberd.","He then tried to gain the ladder, but was intercepted by the gatekeeper, who dealt him a severe blow on the head with his halberd,           DR.",0.14814814814814814
"The plunderer uttered a loud cry, and attempted to draw his sword; but before he could do so,      he received a thrust in the side from his opponent.","5  The plunderer uttered a loud cry, and attempted to draw his sword; but before he could do so, he received a thrust in the side from his opponent.",0.05333333333333334
"He then fell, and the gatekeeper would have      repeated the blow, if the doctor had not called to him to desist.","He then fell, and the gatekeeper would have repeated the blow, if the doctor had not called to him to desist.",0.043859649122807015
"“Do not kill him, good Baldred,” he cried.","“Do not kill him, good Baldred,” he cried.",0.0
“The attempt may not be so criminal as it appears.,“ The attempt may not be so criminal as it appcars.,0.04
"Doubtless, the mutilated remains which the poor wretch has attempted to carry off are those of      his kindred, and horror at their exposure must have led him to commit the offence.”     “It may be, doctor,” replied Baldred; “and if so I shall be sorry I have hurt him.","Doubtless, the mutilated remains which the poor wretch has attempted to carry off, are those of his kindred, and horror at their exposure must have led him to commit the offence.”  “Tt may be, doctor,” replied Baldred; “ and if so I shall be sorry I have hurt him.",0.040740740740740744
"But I am      responsible for the safe custody of these traitorous relics, and it is as much as my own head      is worth to permit their removal.”     “I know it,” replied Doctor Lamb; “and you are fully justified in what you have done.","But I am responsible for the safe custody of these traitorous relics, and it is as much as my own head is worth to permit their removal.”  “T know it,” replied Doctor Lamb; “and you are fully justified in what you have done.",0.05907172995780591
"It may      throw some light upon the matter, to know whose miserable remains have been disturbed.”     “They were the heads of two rank papists,” replied Baldred, “who were decapitated on Tower      Hill, on Saint Nicholas’s Day, three weeks ago, for conspiring against the queen.”     “But their names?” demanded the doctor.","It may throw some light upon the matter, to know whose miserable remains have been disturbed.”  “They were the heads of two rank papists,” replied Baldred, “ who were decapitated on Tower Hill, on Saint Nicholas’s day, three weeks ago, for conspiring against the queen.”  “But their names?” demanded the doctor.",0.05521472392638037
"“How were they called?”     “They were father and son,” replied Baldred—“Sir Simon Darcy and Master Reginald Darcy.","‘ How were they called ?”  “They were father and son,” replied Baldred ;—* Sir Simon Darcy and Master Reginald Darcy.",0.08695652173913043
"Perchance they were known to your worship?”     “Too well—too well!” replied Doctor Lamb, in a voice of emotion that startled his hearer.","Perchance they were known to your worship ?”  “Too well—too well!” replied Doctor Lamb, in a voice of emotion, that startled bis hearer.",0.043795620437956206
“They were near kinsmen of mine own.,"here are his tablets,” he added, taking a small book from his doublet; “these may give the information you seck.",2.4722222222222223
"What is he like who has made this strange attempt?”     “Of a verity, a fair youth,” replied Baldred, holding down the lantern.","What is he like who has made this strange attempt ?”  “Of a verity, a fair youth,” replicd Baldred, holding down the lantern.",0.03937007874015748
“Heaven grant I have      not wounded him to the death!,“ Heaven grant I have not wounded lim to the death!,0.12727272727272726
"No, his heart still beats.","No, his heart still beats.",0.0
Ha!,Ha!,0.0
"here are his tablets,” he added,      taking a small book from his doublet; “these may give the information you seek.","here are his tablets,” he added, taking a small book from his doublet; “these may give the information you seck.",0.05128205128205128
